Date,8058,三菱商事 決算,三菱商事 配当
2021-05-22,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-05-23,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-05-24,2.3936709272435492,-0.1510949314801135,-0.4113438122377865
2021-05-25,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-05-26,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-05-27,2.47422029051191,-0.1510949314801135,-0.4113438122377865
2021-05-28,-0.4658314687832524,-0.1510949314801135,2.4043409950318018
2021-05-29,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-05-30,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-05-31,1.8701000659992053,-0.1510949314801135,1.8680200793614041
2021-06-01,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-02,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-03,-0.4658314687832524,-0.1510949314801135,1.644553031165405
2021-06-04,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-05,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-06,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-07,-0.4658314687832524,-0.1510949314801135,1.6892464408046048
2021-06-08,-0.4658314687832524,-0.1510949314801135,2.359647585392602
2021-06-09,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-10,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-11,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-12,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-13,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-14,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-15,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-16,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-17,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-18,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-19,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-20,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-21,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-22,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-23,-0.4658314687832524,-0.1510949314801135,1.8680200793614041
2021-06-24,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-25,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-26,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-27,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-28,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-06-29,1.7895507027308448,-0.1510949314801135,-0.4113438122377865
2021-06-30,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-01,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-02,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-03,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-04,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-05,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-06,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-07,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-08,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-09,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-10,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-11,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-12,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-13,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-14,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-15,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-16,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-17,-0.4658314687832524,-0.1510949314801135,4.057997151682195
2021-07-18,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-19,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-20,1.8701000659992053,-0.1510949314801135,-0.4113438122377865
2021-07-21,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-22,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-23,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-24,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-25,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-26,2.2728468823410086,-0.1510949314801135,-0.4113438122377865
2021-07-27,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-28,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-29,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-30,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-07-31,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-01,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-02,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-03,1.8701000659992053,9.88234685354313,2.136180537196603
2021-08-04,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-05,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-06,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-07,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-08,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-09,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-10,2.2325722007068283,-0.1510949314801135,-0.4113438122377865
2021-08-11,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-12,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-13,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-14,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-15,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-16,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-17,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-18,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-19,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-20,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-21,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-22,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-23,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-24,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-25,1.9103747476333857,-0.1510949314801135,-0.4113438122377865
2021-08-26,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-27,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-28,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-29,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-30,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-08-31,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-01,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-02,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-03,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-04,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-05,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-06,1.8298253843650252,-0.1510949314801135,-0.4113438122377865
2021-09-07,1.9909241109017464,-0.1510949314801135,-0.4113438122377865
2021-09-08,2.192297519072648,-0.1510949314801135,2.8512750914238
2021-09-09,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-10,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-11,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-12,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-13,2.111748155804287,-0.1510949314801135,-0.4113438122377865
2021-09-14,2.4339456088777296,-0.1510949314801135,-0.4113438122377865
2021-09-15,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-16,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-17,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-18,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-19,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-20,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-21,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-22,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-23,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-24,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-25,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-26,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-27,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-28,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-29,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-09-30,2.756143061951172,-0.1510949314801135,-0.4113438122377865
2021-10-01,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-02,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-03,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-04,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-05,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-06,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-07,-0.4658314687832524,-0.1510949314801135,2.5384212239494013
2021-10-08,-0.4658314687832524,-0.1510949314801135,3.2088223685373984
2021-10-09,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-10,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-11,2.756143061951172,-0.1510949314801135,2.359647585392602
2021-10-12,2.6353190170486314,-0.1510949314801135,2.5831146335886013
2021-10-13,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-14,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-15,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-16,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-17,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-18,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-19,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-20,2.111748155804287,-0.1510949314801135,-0.4113438122377865
2021-10-21,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-22,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-23,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-24,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-25,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-26,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-27,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-28,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-29,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-30,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-10-31,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-01,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-02,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-03,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-04,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-05,2.353396245609369,9.280340346441735,-0.4113438122377865
2021-11-06,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-07,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-08,1.950649429267566,-0.1510949314801135,-0.4113438122377865
2021-11-09,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-10,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-11,2.7964177435853523,-0.1510949314801135,-0.4113438122377865
2021-11-12,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-13,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-14,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-15,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-16,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-17,-0.4658314687832524,-0.1510949314801135,2.5384212239494013
2021-11-18,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-19,1.9103747476333857,-0.1510949314801135,-0.4113438122377865
2021-11-20,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-21,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-22,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-23,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-24,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-25,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-26,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-27,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-28,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-29,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-11-30,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-01,-0.4658314687832524,-0.1510949314801135,3.2088223685373984
2021-12-02,-0.4658314687832524,-0.1510949314801135,3.1641289588981985
2021-12-03,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-04,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-05,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-06,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-07,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-08,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-09,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-10,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-11,-0.4658314687832524,4.965960378881741,-0.4113438122377865
2021-12-12,-0.4658314687832524,3.460944111128254,-0.4113438122377865
2021-12-13,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-14,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-15,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-16,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-17,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-18,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-19,-0.4658314687832524,3.6616129468287193,-0.4113438122377865
2021-12-20,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-21,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-22,3.561636694634778,-0.1510949314801135,-0.4113438122377865
2021-12-23,1.8701000659992053,-0.1510949314801135,-0.4113438122377865
2021-12-24,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-25,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-26,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-27,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-28,2.0311987925359265,-0.1510949314801135,-0.4113438122377865
2021-12-29,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-30,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2021-12-31,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-01,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-02,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-03,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-04,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-05,3.158889878292975,-0.1510949314801135,-0.4113438122377865
2022-01-06,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-07,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-08,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-09,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-10,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-11,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-12,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-13,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-14,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-15,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-16,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-17,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-18,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-19,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-20,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-21,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-22,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-23,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-24,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-25,-0.4658314687832524,-0.1510949314801135,2.2702607661142022
2022-01-26,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-27,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-28,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-29,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-30,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-01-31,2.4339456088777296,1.65492458982407,-0.4113438122377865
2022-02-01,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-02-02,2.0311987925359265,-0.1510949314801135,-0.4113438122377865
2022-02-03,2.7964177435853523,5.567966885983135,4.057997151682195
2022-02-04,2.6755936986828117,-0.1510949314801135,-0.4113438122377865
2022-02-05,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-02-06,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-02-07,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-02-08,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-02-09,-0.4658314687832524,-0.1510949314801135,2.359647585392602
2022-02-10,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-02-11,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-02-12,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-02-13,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-02-14,-0.4658314687832524,-0.1510949314801135,1.644553031165405
2022-02-15,2.6755936986828117,-0.1510949314801135,-0.4113438122377865
2022-02-16,2.353396245609369,-0.1510949314801135,-0.4113438122377865
2022-02-17,3.360263286463877,-0.1510949314801135,-0.4113438122377865
2022-02-18,2.6755936986828117,-0.1510949314801135,2.046793717918203
2022-02-19,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-02-20,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-02-21,2.071473474170107,-0.1510949314801135,-0.4113438122377865
2022-02-22,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-02-23,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-02-24,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-02-25,1.9103747476333857,-0.1510949314801135,-0.4113438122377865
2022-02-26,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-02-27,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-02-28,-0.4658314687832524,-0.1510949314801135,1.8680200793614041
2022-03-01,1.8298253843650252,-0.1510949314801135,-0.4113438122377865
2022-03-02,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-03-03,2.7964177435853523,-0.1510949314801135,-0.4113438122377865
2022-03-04,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-03-05,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-03-06,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-03-07,3.0380658333904345,-0.1510949314801135,-0.4113438122377865
2022-03-08,1.9909241109017464,-0.1510949314801135,-0.4113438122377865
2022-03-09,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-03-10,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-03-11,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-03-12,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-03-13,2.2728468823410086,-0.1510949314801135,-0.4113438122377865
2022-03-14,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-03-15,-0.4658314687832524,-0.1510949314801135,-0.4113438122377865
2022-03-16,1.668726657828304,-0.1510949314801135,-0.4113438122377865
